LATITUDE,LONGITUDE,Aug-22,Jan-23,Nov-22,Mar-22,WELL DEPTH
20.08093228,85.12,3.1,0.036978189,3.88,3.25,0.027856797
20.08580726,85.0877778,7.1,0.051422794,6.62,8.5,0.027856797
20.09068223,84.9472222,3.06,0.038530984,4.4,5.31,0.027856797
20.09555721,84.7433333,3.06,0.025639174,3.15,4.44,0.027856797
20.10043218,84.6338889,1.64,0.018127979,2.5,2.74,0.027856797
20.10530716,85.0583333,0.9,0.019211325,3.34,5.08,0.027856797
20.11018213,85.0608333,3.43,0.023111368,4.72,3.87,0.027856797
20.11505711,85.0730556,1.5,0.015889065,1.56,1.6,0.027856797
20.11993209,85.0727778,4.63,0.035244836,4.18,5.01,0.027856797
20.12480706,85.0719444,1.65,0.024989167,2.2,2.77,0.027856797
20.12968204,85.1091667,2.25,0.028383649,2.33,4.42,0.027856797
20.13455701,85.1416667,1.74,0.017261303,1.44,2.8,0.027856797
20.13943199,84.8091667,1.94,0.025566951,2.98,3.99,0.027856797
20.14430696,84.6755556,0.23,0.024411382,0.4,3.955,0.029355271
20.14918194,84.8416667,1.2,0.024194713,2.27,3.92,0.030112593
20.15405692,84.8416667,1.64,0.027083634,2.77,3.77,0.030964244
20.15893189,84.7561111,1.87,0.017694641,1.65,3.62,0.031390339
20.16380687,84.8525,3.05,0.021811353,2.3,4.17,0.031390339
20.16868184,84.8122222,3.3,0.026939188,2.7,4.15,0.031390339
20.17355682,84.8552778,3.2,0.01863354,2.26,3.67,0.031390339
20.17843179,84.7713889,2.4,0.0219558,2.35,4.21,0.031390339
20.18330677,84.9755556,1.65,0.007800087,0.78,2.07,0.031390339
20.18818174,84.9125,3.05,0.012927921,3.3,3.75,0.032198868
20.19305672,85.005,1.76,0.018055756,2.22,3.82,0.032198868
20.1979317,84.6097222,2.33,0.023183591,2.75,3.82,0.033260736
20.20280667,84.6625,1.94,0.014300159,1.26,2.86,0.032884501
20.20768165,85.1708333,3.5,0.019139102,3.3,3.55,0.032801222
20.21255662,84.8294444,2.19,0.023978044,1.11,3.555,0.034200247
20.2174316,84.8333333,2.56,0.028816987,3.38,3.56,0.035669075
20.22230657,84.795,2.25,0.021305792,3.43,3.77,0.035669075
20.22718155,84.8436111,3.5,0.029755886,3.48,4.89,0.037329255
20.23205652,84.8919444,2.99,0.026794742,2.38,4.01,0.039032557
20.2369315,87.7172222,3.42,0.034450383,3.8,5.05,0.041587509
20.24180648,87.7416667,2.53,0.026650296,2.92,3.9,0.041587509
20.24668145,87.2836111,3.36,0.024483605,2.83,3.94,0.042412479
20.25155643,87.175,4,0.032355915,2.1,4.08,0.042412479
20.2564314,87.1597222,3.8,0.023978044,3.1,3.49,0.042412479
20.26130638,87.1811111,4.8,0.031344793,3.9,4.63,0.042412479
20.26618135,87.2083333,3.08,0.023328037,2.42,5.1,0.042412479
20.27105633,87.2086111,5.28,0.032211469,4.72,5.15,0.042412479
20.2759313,87.2711111,2.58,0.021233569,1.25,4.9,0.042412479
20.28080628,87.5188889,3.2,0.02888921,2.42,4.65,0.042412479
20.28568126,87.5336111,4.75,0.035533728,4.42,5.65,0.042412479
20.29055623,87.4044444,2.95,0.022316915,2.17,3.25,0.042412479
20.29543121,87.5833333,3.16,0.026216958,2.56,4.75,0.042412479
20.30030618,87.5125,2.62,0.022533584,3.4,2.9,0.042412479
20.30518116,87.5111111,3.8,0.02888921,2.61,4.14,0.042412479
20.31005613,87.2161111,2.63,0.027300303,2.33,3.95,0.042412479
20.31493111,87.2197222,2.63,0.027300303,2.33,3.93,0.042412479
20.31980609,84.2583333,1.1,0.046150513,4.18,8.35,0.042412479
20.32468106,83.7916667,6.04,0.064928499,5.46,5.21,0.042412479
20.32955604,84.1916667,3.85,0.041817131,3.72,7.73,0.042412479
20.33443101,84.1805556,2.7,0.045428283,2.63,7.63,0.042412479
20.33930599,84.0586111,2.05,0.030983678,8.94,8.5,0.042412479
20.34418096,83.9083333,5.2,0.03892821,4.95,6.93,0.042412479
20.34905594,84.1125,1.32,0.023183591,1.22,5.36,0.042412479
20.35393091,84.3091667,1.3,0.02650585,1.16,3.005,0.042412479
20.35880589,83.9458333,0.7,0.03676152,0.74,0.65,0.042412479
20.36368087,83.9175,2.02,0.047017189,1.95,5.95,0.042412479
20.36855584,83.9236111,1.63,0.040733786,1.55,3.83,0.042412479
20.37343082,83.8327778,1.47,0.047956088,1.35,4.61,0.042412479
20.37830579,84.0202778,2.7,0.055178391,2.6,5.71,0.042412479
20.38318077,84.025,8.42,0.057272859,8.08,7.79,0.042412479
20.38805574,83.9555556,1.17,0.002961144,1.08,4.82,0.042412479
20.39293072,86.5361111,1,0.016539073,2.19,2.41,0.042412479
20.39780569,86.6061111,0.63,0.010111223,2.36,1.37,0.042412479
20.40268067,86.5213889,6.2,0.051928355,7.19,2.465,0.042412479
20.40755565,86.6322222,3.5,0.023761375,4.85,3.56,0.042412479
20.41243062,86.6319444,2.69,0.028816987,3.95,3.51,0.042412479
20.4173056,86.5575,1.76,0.012205691,2.6,2.18,0.042412479
20.42218057,86.53,1.9,0.017261303,3.19,3.13,0.041804734
20.42705555,86.5541667,1.32,0.017261303,2.9,2.7,0.041804734
20.43193052,86.6291667,2.26,0.021594684,3.29,2.55,0.042412479
20.4368055,86.5294444,3.35,0.028672541,4.19,3.63,0.042412479
20.44168048,86.5433333,1.6,0.012566806,2.9,1.74,0.042412479
20.44655545,86.7044444,2.45,0.030261447,3.68,4.82,0.042412479
20.45143043,86.5586111,1.69,0.015816842,2.83,1.99,0.042412479
20.4563054,86.6125,2.33,0.015816842,3.64,2.705,0.042412479
20.46118038,86.5869444,3.25,0.027372526,3.64,3.42,0.042412479
20.46605535,86.6586111,2.69,0.026650296,3.45,3.225,0.042412479
20.47093033,86.6727778,2.13,0.027372526,3.45,3.03,0.042412479
20.4758053,85.9130556,1.32,0.037194858,2.26,3.75,0.042412479
20.48068028,85.9188889,1.15,0.021233569,3.72,1.74,0.042412479
20.48555526,85.9802778,3.59,0.040878232,3.96,5.06,0.042412479
20.49043023,85.7875,2.7,0.034233714,3.6,4.1,0.042412479
20.49530521,86.0905556,2.4,0.015239058,1.89,3.14,0.042412479
20.50018018,85.7747222,1.91,0.03748375,4.24,3.6,0.042412479
20.50505516,85.8411111,3.97,0.027661418,4.59,4.6,0.039378877
20.50993013,85.8002778,4.25,0.038350426,3.98,3.8,0.040876812
20.51480511,85.7125,4.7,0.044706052,3.46,4.665,0.040876812
20.51968008,85.6083333,3.48,0.032067023,4.98,5.53,0.040876812
20.52455506,86,4.4,0.045789398,4.52,5,0.040876812
20.52943004,86.0416667,5.9,0.05373393,5.93,6.85,0.040876812
20.53430501,85.7494444,4.55,0.041961577,4.36,4.68,0.040876812
20.53917999,85.7169444,4.73,0.039361548,4.02,4.07,0.040876812
20.54405496,85.6772222,3.86,0.02650585,3.6,4.32,0.040876812
20.54892994,85.6538889,3.92,0.023689152,4.02,4.7,0.040876812
20.55380491,85.6786111,3.75,0.022389138,4.09,4.17,0.040876812
20.55867989,85.8680556,3.42,0.042900477,3.56,4.72,0.040876812
20.56355486,85.7922222,4.93,0.04990611,5.3,5.58,0.040876812
20.56842984,85.8291667,4.55,0.039144879,4.12,4,0.040876812
20.57330482,85.8333333,4.9,0.036833743,5.22,8.37,0.040876812
20.57817979,85.8227778,4.02,0.042178246,3.97,4.22,0.040876812
20.58305477,85.8191667,4.75,0.041817131,4.48,5.15,0.040876812
20.58792974,84.6833333,3.3,0.026433627,3.95,3.836666667,0.039562144
20.59280472,84.6916667,2.9,0.027011411,2.9,2.523333333,0.037369143
20.59767969,84.7083333,2.5,0.032428138,3.05,1.21,0.036490811
20.60255467,84.72,4.67,0.038061534,3.2,2.11,0.040028935
20.60742965,84.8541667,4.64,0.033800376,1.24,1.86,0.053569104
20.61230462,84.7277778,3.9,0.040228225,4.6,2.453333333,0.053569104
20.6171796,84.7505556,2.2,0.017983533,1.82,3.046666667,0.059448729
20.62205457,84.9625,4.3,0.031344793,2.4,3.64,0.062057044
20.62692955,84.6036111,2.05,0.02484472,2.25,1.87,0.062057044
20.63180452,84.5458333,3.25,0.025205836,2.75,3.325,0.062057044
20.6366795,84.8916667,4.7,0.042756031,4.6,4.78,0.062057044
20.64155447,84.8552778,3.5,0.028816987,2.8,2.82,0.062057044
20.64642945,84.6833333,4.45,0.029033656,3.25,2.53,0.062057044
20.65130443,84.7733333,3.59,0.029466994,3.2,1.975,0.062057044
20.6561794,84.54,3.52,0.033294814,3.8,1.42,0.062057044
20.66105438,84.5436111,4.12,0.037628196,3.9,1.855,0.062057044
20.66592935,84.5777778,5.75,0.050845009,5.25,2.29,0.062057044
20.67080433,84.6111111,3.47,0.041022678,3.15,2.335,0.062057044
20.6756793,84.5791667,4.2,0.015816842,3.85,2.38,0.062057044
20.68055428,84.5763889,2.43,0.025928066,2.13,2.38,0.062057044
20.68542925,84.8708333,1.4,0.025205836,2.9,2.34,0.058979243
20.69030423,84.7916667,2.4,0.019789109,3.15,0.92,0.0596072
20.69517921,84.9972222,4.33,0.034089268,3.3,2.71,0.0596072
20.70005418,84.6927778,3.4,0.025928066,2.85,2.545,0.0596072
20.70492916,84.6522222,4.38,0.035172613,3.6,2.38,0.058790586
20.70980413,85.1347222,4.75,0.040444894,3.55,1.95,0.058790586
20.71467911,85.0875,3.6,0.035317059,2.2,1.52,0.058790586
20.71955408,85.1794444,0.37,0.003538928,0.45,0.35,0.058790586
20.72442906,85.6994444,4.58,0.037844865,4.8,4.41,0.056340742
20.72930404,85.7377778,6.27,0.049039434,7.2,5.75,0.054982413
20.73417901,85.7958333,3.35,0.038350426,4.5,4.4,0.054982413
20.73905399,85.7341667,9.52,0.056983966,7.7,7.49,0.054982413
20.74392896,85.7925,3.15,0.017983533,3.65,2.8,0.054982413
20.74880394,85.4205556,2.84,0.013650152,2.79,3.7,0.054982413
20.75367891,85.3247222,1.73,0.023761375,1.63,3.3,0.054982413
20.75855389,85.3261111,3.95,0.036328181,3.4,4.28,0.052214548
20.76342886,85.3136111,3.45,0.039650441,3.12,4.2,0.050538197
20.76830384,85.3,2.7,0.015816842,2.85,3.8,0.049966837
20.77317882,85.3708333,0.88,0.035317059,1.28,5.2,0.050783451
20.77805379,85.6347222,3.3,0.036255958,3.4,3.3,0.051600066
20.78292877,85.5333333,0.71,0.021089123,1.78,2.48,0.050980193
20.78780374,85.5575,2.21,0.031489239,3.21,3.21,0.048023672
20.79267872,85.4711111,1.1,0.018850209,1.2,1.9,0.051112253
20.79755369,85.4669444,1.03,0.020150224,1.07,4.1,0.051112253
20.80242867,85.4997222,3.8,0.022389138,3.1,4.75,0.056136723
20.80730364,85.4666667,1.9,0.014877943,2.4,2.8,0.058328107
20.81217862,85.6655556,1.04,0.017116857,1.04,1.14,0.041443322
20.8170536,85.7041667,1.3,0.023183591,1.7,3.6,0.040764157
20.82192857,85.7,0.06,0.022894699,1.98,2.23,0.05481955
20.82680355,85.4502778,1.07,0.024158602,1.37,2.4,0.050510089
20.83167852,85.4172222,1.12,0.025422505,1.87,4.3,0.051084684
20.8365535,85.5041667,0.44,0.019427994,0.73,1.4,0.07786991
20.84142847,85.5497222,0.69,0.017116857,0.85,1.54,0.085149098
20.84630345,85.5675,1.25,0.024555828,1.8,2.45,0.090350636
20.85117842,84.2958333,3.7,0.043117146,5.3,3.545,0.091428675
20.8560534,84.6711111,4.8,0.028094757,3.7,4.64,0.073821604
20.86092838,84.6072222,3.9,0.031705908,4.05,4.52,0.063984498
20.86580335,84.6808333,2.9,0.026939188,2.55,4.4,0.063984498
20.87067833,84.6758333,2.9,0.023111368,2.7,3.8,0.057020367
20.8755533,84.1333333,5.9,0.044706052,3.65,5.86,0.057066183
20.88042828,84.4875,2.96,0.028528095,3.35,3.96,0.05697994
20.88530325,84.045,4.3,0.031344793,3.1,4.31,0.056582413
20.89017823,84.0811111,3.85,0.031417016,2.7,5.24,0.059511445
20.89505321,84.5,2.9,0.019861332,1.76,4.625,0.074098929
20.89992818,84.5416667,3.8,0.025855843,3.21,4.01,0.076179275
20.90480316,84.1505556,3.3,0.031489239,3,5.1,0.077885811
20.90967813,84.4308333,4.2,0.030983678,2.75,4.89,0.077885811
20.91455311,84.2847222,2.05,0.0219558,1.5,3.8,0.076216198
20.91942808,84.2702778,4.5,0.026722519,3.1,4.93,0.076406202
20.92430306,84.5125,5.03,0.041022678,3.17,5.61,0.077243839
20.92917803,84.4036111,3.8,0.028094757,2,3.85,0.077243839
20.93405301,84.3588889,3.06,0.018200202,2.5,4.53,0.077134687
20.93892799,87.0219444,1.46,0.023039145,2.19,3.51,0.075355923
20.94380296,87.0338889,1.3,0.017261303,2.11,2.49,0.075355923
20.94867794,87.0269444,0.3,0.012205691,1.99,1.6,0.075756953
20.95355291,86.5983333,1.85,0.017983533,2.46,2.42,0.075678796
20.95842789,86.9152778,1.07,0.014372382,2.1,1.41,0.075678796
20.96330286,87.0130556,2.42,0.023039145,2.95,3.19,0.075678796
20.96817784,87.0372222,1.23,0.015816842,1.98,2.32,0.075678796
20.97305281,86.95,1.25,0.016539073,1.99,0.7,0.075678796
20.97792779,86.5983333,0.8,0.013650152,1.45,2.18,0.075678796
20.98280277,86.6847222,0.9,0.024483605,2.1,3.78,0.075678796
20.98767774,86.6205556,2.12,0.025205836,2.95,3.13,0.07706704
20.99255272,86.5638889,2.15,0.02029467,2.19,3.2,0.07706704
20.99742769,86.6125,1.45,0.017261303,2.15,2.49,0.07706704
21.00230267,86.5241667,1.95,0.024483605,2.9,3.66,0.07706704
21.00717764,86.7875,3.8,0.03748375,4.6,4.76,0.07706704
21.01205262,86.8016667,2.35,0.025205836,3.12,4.14,0.078015984
21.0169276,86.8130556,2.37,0.025205836,3.4,3.27,0.078015984
21.02180257,86.8166667,1.5,0.020150224,2.8,1.96,0.078015984
21.02667755,86.8583333,1.5,0.016539073,2.33,2.06,0.078015984
21.03155252,86.8380556,1.41,0.017983533,2.6,2.705,0.078015984
21.0364275,86.9405556,1.85,0.021594684,2.8,3.35,0.078015984
21.04130247,87.0033333,1.21,0.017983533,2.19,3.66,0.078015984
21.04617745,86.8977778,1.67,0.020150224,2.6,3.87,0.078015984
21.05105242,85.3377778,4.62,0.032933699,3.72,5.7,0.078015984
21.0559274,85.2,4.22,0.044850498,4.53,5.3,0.078015984
21.06080238,85.3619444,3.9,0.039144879,2.95,4.55,0.078015984
21.06567735,85.3333333,3.9,0.039144879,2.95,4.55,0.078015984
21.07055233,85.3769444,2.27,0.016394627,2.05,3.615,0.078015984
21.0754273,85.29,0.85,0.012061245,0.91,2.64,0.078015984
21.08030228,85.3411111,2.65,0.026866965,2.25,3.56,0.078015984
21.08517725,85.3458333,1.2,0.028816987,3.03,2.805,0.078015984
21.09005223,85.3813889,3.8,0.025928066,2.66,2.05,0.078015984
21.0949272,85.2388889,2.6,0.040083779,3.59,4.01,0.078015984
21.09980218,85.2,4.67,0.038278203,3.91,5.97,0.078015984
21.10467716,85.4777778,5.05,0.042178246,4.13,3.6,0.078015984
21.10955213,85.1811111,3.9,0.020944677,1.81,4.59,0.078015984
21.11442711,85.4836111,2.4,0.023761375,2.7,3.4,0.078015984
21.11930208,85.4713889,3.1,0.02650585,2.8,5.05,0.078015984
21.12417706,85.5166667,3.9,0.041817131,3.7,6.7,0.078015984
21.12905203,85.4208333,4.9,0.048317204,4.04,4.65,0.078015984
21.13392701,85.4419444,2.6,0.021594684,3.05,4.87,0.078015984
21.13880199,85.5977778,4.5,0.031705908,3.3,5.09,0.078015984
21.14367696,85.5625,4.5,0.028816987,3.1,5.31,0.078015984
21.14855194,85.4611111,3.96,0.02816698,2.69,5.53,0.078015984
21.15342691,85.2688889,3.4,0.026289181,3.05,5.346666667,0.078015984
21.15830189,85.1341667,3.66,0.031200347,3.86,5.163333333,0.078015984
21.16317686,85.1177778,2.76,0.027733641,3.06,4.98,0.078015984
21.16805184,76.7852778,23.43,0.158962877,21.38,21.53,0.106127547
21.17292681,76.7861111,23.34,0.171168569,23.91,20.10714286,0.107749995
21.17780179,76.7861111,33.08,0.24021378,33.41,18.68428571,0.106987283
21.18267677,76.7861111,16.1,0.12249025,33.41,15.83857143,0.115401377
21.18755174,76.7736111,9.17,0.102015022,10.8,12.99285714,0.112694151
21.19242672,76.7805556,12.11,0.081539795,11.11,11.57,0.115529394
21.19730169,76.7430556,2.58,0.026794742,3.43,4.43,0.113033734
21.20217667,76.7277778,8.45,0.044633829,7.04,9.85,0.118844364
21.20705164,76.8013889,2.88,0.020872454,2.51,3.71,0.115208677
21.21192662,76.8013889,2.55,0.020872454,2.51,3.71,0.114766681
21.21680159,76.7694444,9.4,0.047089412,5.46,7.41,0.114404191
21.22167657,81.831944,1.1,0.020511339,1.91,3,0.078848769
21.22655155,81.780833,1.05,0.023616929,1.95,3.45,0.07914523
21.23142652,81.717778,1.53,0.022822476,2.59,3.825,0.07914523
21.2363015,81.979167,1.31,0.019716886,2.24,4.2,0.078107617
21.24117647,81.891667,1.58,0.044633829,2.65,4.575,0.079360838
21.24605145,81.874167,0.73,0.025133613,2.65,4.95,0.079360838
21.25092642,82.027778,1.95,0.05373393,2.83,6.55,0.079360838
21.2558014,81.958333,2.1,0.041528239,2.88,4.45,0.079360838
21.26067637,82.147222,0.93,0.033728153,2.93,8.7,0.079360838
21.26555135,81.572222,1.88,0.032067023,2.77,6.75,0.079360838
21.27042633,81.836389,0.58,0.010761231,2.77,1.65,0.079360838
21.2753013,81.608889,1.63,0.043911599,5.61,8.7,0.079199132
21.28017628,81.594444,1.68,0.043478261,2.95,9,0.079199132
21.28505125,81.533333,1.25,0.02267803,2.63,8.2,0.079199132
21.28992623,81.791667,1.22,0.023472483,2.25,7.4,0.079199132
21.2948012,81.755556,0.94,0.030983678,1.88,6.6,0.079199132
21.29967618,81.625556,1.46,0.023472483,2.4,7.25,0.079199132
21.30455116,81.753889,0.94,0.025855843,1.55,5.9,0.079199132
21.30942613,81.719444,2.35,0.018272425,4.88,5.25,0.079199132
21.31430111,81.775278,1.2,0.072439694,2.51,9.4,0.079199132
21.31917608,81.697222,4,0.056406182,2.91,9.125,0.079199132
21.32405106,81.676389,1.21,0.040372671,3.31,8.85,0.079199132
21.32892603,81.660833,1.25,0.017983533,2.22,3.75,0.079199132
21.33380101,82.032222,1.76,0.033150368,3.28,6.3,0.079199132
21.33867598,82.1475,0.4,0.018705763,0.95,7.766666667,0.079199132
21.34355096,82.199722,1.7,0.042539362,2.88,9.233333333,0.079199132
21.34842594,82.047222,1.24,0.03748375,2.9,10.7,0.079199132
21.35330091,82.05,3.1,0.073378593,3.25,13.2,0.079279985
21.35817589,82.133611,0.65,0.037844865,1.9,7.73,0.079279985
21.36305086,82.123056,14.7,0.129929221,11.09,18,0.079279985
21.36792584,82.070556,2.85,0.029178102,4.68,6.5,0.079253034
21.37280081,82.186389,4.15,0.046294959,5.75,7.91,0.079253034
21.37767579,82.05,0.33,0.031705908,2.12,6.55,0.079253034
21.38255076,81.67,4.4,0.066011845,5.9,11.6,0.079253034
21.38742574,82.143056,1,0.056333959,5.598,8.6,0.078404078
21.39230072,81.9875,4.3,0.046656074,5.296,11,0.078404078
21.39717569,82.139167,5.58,0.058645096,4.994,9.55,0.078631275
21.40205067,81.964167,2.43,0.053372815,4.692,7.45,0.078631275
21.40692564,81.770833,3.03,0.031705908,4.39,6.82,0.078631275
21.41180062,81.909722,5.5,0.049039434,4.088,6.08,0.078631275
21.41667559,81.883333,1.86,0.03271703,3.786,7,0.078631275
21.42155057,81.893333,0.83,0.034594829,3.484,4.7,0.078631275
21.42642555,81.911111,1.01,0.025494728,3.182,5.79,0.078631275
21.43130052,82.104444,2.03,0.03510039,2.88,6.8,0.078631275
21.4361755,82.116667,1.07,0.017983533,1.62,2.93,0.078631275
21.44105047,82.033333,2.03,0.033294814,3.31,5.84,0.078631275
21.44592545,82.067778,0.45,0.021450238,1.05,6,0.078631275
21.45080042,82.137778,0.4,0.023039145,2.2,4.96,0.078631275
21.4556754,81.997222,0.7,0.027372526,2.1,6.44,0.078631275
21.46055037,82.075,1.75,0.037122635,2.75,11.18,0.078631275
21.46542535,82.056944,0.67,0.031344793,1.87,6.67,0.078631275
21.47030033,81.958611,2.48,0.047956088,4.02,13,0.078631275
21.4751753,82.080556,5.55,0.077928644,7.1,8.7,0.078631275
21.48005028,82.140556,0.05,0.036978189,2.41,2.71,0.078631275
21.48492525,82.025,0.98,0.044056045,2.02,5.95,0.078631275
21.48980023,82.117222,2.61,0.036978189,3.88,9.19,0.078631275
21.4946752,81.997778,1.62,0.048678319,2.23,8.78,0.078631275
21.49955018,82.125,0.35,0.022316915,2.08,4.62,0.078631275
21.50442515,82.043056,4.12,0.052722808,5.79,7.31,0.078631275
21.50930013,81.949722,0.45,0.029900332,1.1,1.73,0.078631275
21.51417511,82.177778,1.4,0.040733786,2.55,9.73,0.078631275
21.51905008,81.936111,3.98,0.045789398,4.8,9.17,0.078631275
21.52392506,82.066944,0.4,0.02484472,1.66,7.8,0.078631275
21.52880003,81.934167,0.95,0.024628051,2.03,6.45,0.078631275
21.53367501,82.016111,1.34,0.044778275,2.51,9.5,0.078631275
21.53854998,81.883333,0.1,0.03892821,1.13,11,0.078631275
21.54342496,81.859722,0.25,0.027733641,0.98,5.46,0.078631275
21.54829993,81.611389,1.75,0.037122635,2.83,9.15,0.078631275
21.55317491,81.756944,0.85,0.031344793,1.43,8.86,0.078631275
21.55804989,81.899722,1.53,0.03676152,2.15,8.57,0.078631275
21.56292486,81.795,0.5,0.028455872,1.41,8.31,0.078631275
21.56779984,81.665278,5.7,0.053372815,6.73,9.2,0.078631275
21.57267481,81.645556,4.75,0.058789542,5.53,9.2,0.078631275
21.57754979,81.745833,6.55,0.073234147,7.73,16,0.078631275
21.58242476,81.835278,4,0.022316915,5.61,6.1,0.078631275
21.58729974,81.651944,3.3,0.035461505,4.5,7.1,0.078631275
21.59217472,81.795278,1.55,0.032067023,2.63,4.6,0.078631275
21.59704969,81.986111,2.54,0.029178102,3.41,5.98,0.078631275
21.60192467,82.0875,0.78,0.05777842,1.9,6.39,0.078631275
21.60679964,81.98,0.43,0.025566951,1.8,6.8,0.078631275
21.61167462,82.158056,1.35,0.039650441,2.67,15,0.078631275
21.61654959,81.978056,1.15,0.040011556,2.55,6.09,0.078631275
21.62142457,82.068889,1.47,0.041672685,3.73,15,0.078631275
21.62629954,82.069444,2.21,0.00859454,2.53,14.12,0.078631275
21.63117452,81.945,0.95,0.03820598,1.8,2.79,0.078631275
21.6360495,81.995556,0.35,0.00859454,2.01,5.31,0.078631275
21.64092447,81.958333,2.78,0.029539217,3.93,7.74,0.078631275
21.64579945,81.980556,3.88,0.043983822,4.55,8.37,0.078631275
21.65067442,82.085833,3.45,0.048172757,4.7,9,0.078631275
21.6555494,82.012222,0.94,0.022316915,1.4,11.87,0.078631275
21.66042437,82.069444,1.83,0.043983822,2.89,10.55,0.078631275
21.66529935,82.269167,0.76,0.045933844,1.1,9.5,0.078631275
21.67017432,82.242778,2.3,0.033511483,1.78,8.51,0.078631275
21.6750493,82.313611,2.7,0.036111512,3.41,10.1,0.078631275
21.67992428,82.354722,0.33,0.028455872,0.88,4.8,0.078631275
21.68479925,82.238333,1.11,0.051928355,3.13,4.8,0.078631275
21.68967423,82.285833,0.95,0.017983533,1.65,5.51,0.078631275
21.6945492,82.266667,0.25,0.031705908,1.17,2.95,0.078631275
21.69942418,82.27,1.68,0.061172902,2.71,4.2,0.078631275
21.70429915,82.267778,0.15,0.010039,1.87,5.45,0.078631275
21.70917413,82.335556,1.4,0.029755886,1.9,4.35,0.078631275
21.71404911,82.269167,1.18,0.031344793,2.27,8.25,0.078631275
21.71892408,81.641667,0.1,0.02961144,1.03,4.26,0.078631275
21.72379906,81.611389,2.14,0.037122635,2.96,5.906666667,0.078631275
21.72867403,81.716111,0.1,0.027733641,0.95,7.553333333,0.078631275
21.73354901,81.670556,6.2,0.055178391,7.18,9.2,0.078631275
21.73842398,81.625556,5.1,0.056983966,6.42,8.43,0.078631275
21.74329896,81.65,6.1,0.080817565,7.77,11.1,0.078631275
21.74817393,81.843333,1.1,0.023255814,1.91,6.43,0.078631275
21.75304891,82.258333,2.27,0.025566951,3.51,3.9,0.078631275
21.75792389,81.686111,3.6,0.044344937,4.4,7.55,0.078631275
21.76279886,81.640278,1.1,0.025928066,2.85,10.525,0.078631275
21.76767384,81.67,9.9,0.076123068,11.11,13.5,0.078631275
21.77254881,81.916667,0.1,0.022316915,1.2,4.15,0.078631275
21.77742379,81.848333,0.2,0.013794598,1.09,3.85,0.078631275
21.78229876,81.767778,0.15,0.02484472,1.83,4.9,0.078631275
21.78717374,81.838889,1.18,0.017622418,2.13,5.1,0.078631275
21.79204871,82.1,25.75,0.189332659,21.065,18.05,0.078631275
21.79692369,82.041111,31,0.3610429,40,31,0.078631275
21.80179867,82.041667,0.77,0.033872599,1.87,17.015,0.078631275
21.80667364,82.138889,1.08,0.017405749,1.76,3.03,0.078631275
21.81154862,81.945556,1.87,0.049328326,3.13,5.765,0.078631275
21.81642359,81.9875,0.41,0.022894699,1.03,8.5,0.078631275
21.82129857,82.415833,0.27,0.029900332,1.67,8.15,0.078631275
21.82617354,81.931667,0.43,0.024483605,1.55,12.6,0.078631275
21.83104852,82.279167,4.6,0.056261736,5.87,9.5,0.078631275
21.83592349,81.754444,1.05,0.03820598,2.55,7.8,0.078631275
21.84079847,81.591667,1.12,0.024989167,3.45,3.5,0.078631275
21.84567345,81.666667,0.76,0.009172324,1.28,0.35,0.078631275
21.85054842,81.566667,0.95,0.021594684,2.95,11,0.078631275
21.8554234,81.7,1.93,0.017839087,2.43,3.2,0.078631275
21.86029837,81.598611,1.3,0.01718908,2.855,7.9,0.078631275
21.86517335,81.568056,0.98,0.016539073,3.28,2.53,0.078631275
21.87004832,81.639167,1.64,0.015455727,2.39,4.55,0.078631275
21.8749233,81.667222,0.89,0.014372382,1.5,5.275,0.078631275
21.87979828,81.634722,1.78,0.01527517,1.865,6,0.078631275
21.88467325,81.589722,1.99,0.016177958,2.23,5.366666667,0.078631275
21.88954823,81.686944,0.92,0.007005633,0.95,4.1,0.078631275
21.8944232,81.701944,0.94,0.007150079,0.95,1.65,0.078631275
21.89929818,81.68,0.8,0.01718908,2.35,2.15,0.078631275
21.90417315,81.693056,0.84,0.039650441,4.53,4.8,0.078631275
21.90904813,81.566389,1.69,0.029683663,3.625,6.625,0.078631275
21.9139231,81.725,0.98,0.019716886,2.72,8.45,0.078631275
21.91879808,81.718889,1.4,0.016322404,2.25,7.9,0.078631275
21.92367306,81.688889,0.98,0.010905677,1.5,7.35,0.078631275
21.92854803,81.658333,1.93,0.030044778,4.12,6.8,0.078631275
21.93342301,81.902778,2.12,0.019500217,2.68,9.4,0.078631275
21.93829798,81.858333,1.94,0.019319659,2.66,12,0.078631275
21.94317296,81.904167,1.79,0.019139102,2.64,4.53,0.078631275
21.94804793,81.877778,4.84,0.050483894,7,10.68,0.078631275
21.95292291,82.035,2.1,0.021594684,2.9,2.4,0.078631275
21.95779788,82.079167,4.2,0.072223025,9.2,11.75,0.078631275
21.96267286,81.658333,3.94,0.018994655,2.27,7.02,0.078631275
21.96754784,81.791667,3.6,0.037050412,4.98,8.65,0.078631275
21.97242281,81.649167,1.5,0.015383504,2.1,4.35,0.078631275
21.97729779,81.8625,2.65,0.029900332,4.1,7.78,0.078631275
21.98217276,81.911111,7,0.056983966,7.85,11.21,0.078631275
21.98704774,81.870833,1.16,0.011122346,1.5,6.1,0.078631275
21.99192271,81.802778,2.45,0.02412249,3.3,2.7,0.078631275
21.99679769,81.985833,1.17,0.014011267,1.9,5.56,0.078631275
